marker1,marker2,marker3,marker4,marker5,marker6,marker7,Patch filename,label,EM
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0650_row_49152_column_20480,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_14336_column_43008,0,0
-1,2,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_30720_column_120832,2,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_32768_column_53248,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_34816_column_106496,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0651_row_34816_column_49152,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_34816_column_51200,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_36864_column_47104,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_40960_column_114688,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_40960_column_14336,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0651_row_45056_column_40960,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_47104_column_90112,0,0
1,-1,0,-1,-1,0,-1,CasoHEProstata_A_0651_row_49152_column_88064,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0651_row_51200_column_26624,0,0
1,-1,0,0,-1,0,-1,CasoHEProstata_A_0651_row_51200_column_8192,0,0
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0651_row_51200_column_88064,1,1
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_53248_column_18432,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0651_row_53248_column_22528,0,0
1,0,-1,-1,-1,0,0,CasoHEProstata_A_0651_row_55296_column_16384,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0651_row_55296_column_6144,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0651_row_65536_column_83968,0,0
0,-1,0,-1,0,0,-1,CasoHEProstata_A_0653_row_12288_column_88064,0,0
1,0,0,0,-1,0,2,CasoHEProstata_A_0653_row_16384_column_6144,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0653_row_38912_column_96256,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0653_row_43008_column_18432,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0653_row_45056_column_18432,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0653_row_53248_column_20480,0,0
1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0653_row_6144_column_83968,1,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0654_row_8192_column_45056,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0656_row_28672_column_96256,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0656_row_32768_column_34816,0,0
0,-1,0,-1,0,-1,0,CasoHEProstata_A_0656_row_34816_column_135168,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_36864_column_139264,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0656_row_38912_column_30720,0,0
0,-1,0,0,-1,-1,-1,CasoHEProstata_A_0656_row_43008_column_167936,0,0
0,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_43008_column_2048,0,0
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_43008_column_6144,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_45056_column_161792,0,0
0,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_45056_column_20480,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0656_row_51200_column_147456,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_51200_column_6144,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_53248_column_157696,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_53248_column_159744,0,0
0,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_55296_column_161792,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_55296_column_6144,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0656_row_57344_column_34816,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_59392_column_16384,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_59392_column_34816,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0656_row_61440_column_135168,0,0
0,0,-1,-1,-1,0,-1,CasoHEProstata_A_0656_row_61440_column_22528,0,0
1,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_61440_column_34816,1,1
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0656_row_63488_column_133120,0,0
-1,-1,-1,0,-1,-1,0,CasoHEProstata_A_0657_row_10240_column_34816,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0657_row_14336_column_12288,2,0
-1,0,-1,-1,0,0,1,CasoHEProstata_A_0657_row_18432_column_22528,0,0
-1,1,2,-1,2,2,2,CasoHEProstata_A_0657_row_20480_column_26624,2,2
2,-1,-1,0,-1,-1,2,CasoHEProstata_A_0657_row_20480_column_30720,2,0
1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0657_row_22528_column_30720,1,0
-1,1,-1,0,1,1,-1,CasoHEProstata_A_0657_row_22528_column_32768,1,1
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0657_row_22528_column_34816,2,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0657_row_26624_column_108544,2,0
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0657_row_26624_column_6144,2,2
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0657_row_26624_column_8192,2,2
1,-1,-1,0,-1,1,1,CasoHEProstata_A_0657_row_28672_column_100352,1,1
1,1,-1,-1,1,2,1,CasoHEProstata_A_0657_row_28672_column_10240,1,1
1,2,-1,-1,-1,1,-1,CasoHEProstata_A_0657_row_28672_column_104448,1,1
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0657_row_28672_column_106496,0,0
-1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0657_row_28672_column_108544,1,1
-1,-1,1,-1,1,1,1,CasoHEProstata_A_0657_row_28672_column_12288,1,1
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0657_row_28672_column_81920,0,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0657_row_28672_column_96256,2,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0657_row_30720_column_102400,2,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0657_row_30720_column_106496,0,0
1,0,-1,0,0,-1,2,CasoHEProstata_A_0657_row_30720_column_12288,0,0
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0657_row_30720_column_18432,2,2
0,0,0,-1,-1,-1,-1,CasoHEProstata_A_0657_row_30720_column_88064,0,0
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0657_row_30720_column_96256,2,2
1,-1,2,0,-1,2,2,CasoHEProstata_A_0657_row_30720_column_98304,2,2
-1,-1,1,-1,0,1,-1,CasoHEProstata_A_0657_row_32768_column_16384,1,1
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0657_row_32768_column_18432,2,2
1,1,1,-1,1,1,2,CasoHEProstata_A_0657_row_32768_column_20480,1,1
-1,-1,-1,1,-1,-1,-1,CasoHEProstata_A_0657_row_32768_column_24576,1,1
-1,1,1,-1,1,1,-1,CasoHEProstata_A_0657_row_32768_column_26624,1,1
1,-1,1,0,1,-1,-1,CasoHEProstata_A_0657_row_32768_column_28672,1,1
-1,-1,-1,2,-1,-1,2,CasoHEProstata_A_0657_row_32768_column_30720,2,2
-1,1,-1,2,1,-1,1,CasoHEProstata_A_0657_row_38912_column_108544,1,1
-1,-1,-1,1,-1,-1,1,CasoHEProstata_A_0657_row_40960_column_104448,1,1
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0657_row_40960_column_106496,2,0
-1,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0657_row_43008_column_100352,2,2
-1,-1,1,0,1,-1,-1,CasoHEProstata_A_0657_row_43008_column_102400,1,1
-1,-1,-1,2,-1,-1,2,CasoHEProstata_A_0657_row_43008_column_104448,2,2
1,-1,-1,-1,-1,1,1,CasoHEProstata_A_0657_row_43008_column_83968,1,1
1,0,-1,-1,1,-1,2,CasoHEProstata_A_0657_row_43008_column_86016,1,1
-1,-1,1,-1,1,1,1,CasoHEProstata_A_0657_row_43008_column_88064,1,1
-1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0657_row_43008_column_98304,1,1
0,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0657_row_45056_column_100352,2,2
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0657_row_45056_column_102400,2,2
-1,0,2,-1,-1,1,2,CasoHEProstata_A_0657_row_45056_column_90112,2,1
-1,1,-1,0,0,0,-1,CasoHEProstata_A_0657_row_45056_column_94208,0,0
-1,-1,-1,1,-1,-1,2,CasoHEProstata_A_0657_row_45056_column_96256,2,1
-1,1,-1,0,1,-1,1,CasoHEProstata_A_0657_row_45056_column_98304,1,1
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_10240_column_157696,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_10240_column_174080,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0658_row_12288_column_137216,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0658_row_12288_column_157696,0,0
-1,0,0,0,-1,0,-1,CasoHEProstata_A_0658_row_12288_column_163840,0,0
-1,0,0,-1,0,1,-1,CasoHEProstata_A_0658_row_12288_column_165888,0,0
0,-1,-1,0,-1,0,2,CasoHEProstata_A_0658_row_12288_column_167936,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0658_row_12288_column_92160,0,0
-1,-1,-1,1,-1,-1,-1,CasoHEProstata_A_0658_row_14336_column_88064,1,1
1,-1,0,-1,-1,0,3,CasoHEProstata_A_0658_row_16384_column_4096,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_16384_column_81920,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_16384_column_83968,0,0
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0658_row_18432_column_79872,2,2
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0658_row_18432_column_81920,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0658_row_20480_column_129024,0,0
-1,0,0,-1,0,0,0,CasoHEProstata_A_0658_row_28672_column_116736,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_32768_column_159744,0,0
0,-1,-1,-1,0,0,-1,CasoHEProstata_A_0658_row_32768_column_161792,0,0
-1,-1,0,0,0,0,2,CasoHEProstata_A_0658_row_34816_column_126976,0,0
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_34816_column_129024,1,1
1,1,0,0,0,0,-1,CasoHEProstata_A_0658_row_34816_column_131072,0,0
1,-1,0,0,-1,-1,2,CasoHEProstata_A_0658_row_34816_column_135168,0,0
-1,1,0,-1,-1,2,-1,CasoHEProstata_A_0658_row_36864_column_131072,2,2
-1,-1,2,0,-1,-1,-1,CasoHEProstata_A_0658_row_36864_column_133120,2,2
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0658_row_36864_column_137216,0,0
-1,-1,0,0,-1,-1,2,CasoHEProstata_A_0658_row_36864_column_139264,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0658_row_40960_column_38912,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0658_row_40960_column_40960,0,0
1,1,0,-1,0,0,2,CasoHEProstata_A_0658_row_40960_column_43008,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_40960_column_47104,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0658_row_40960_column_69632,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0658_row_40960_column_71680,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0658_row_40960_column_77824,0,0
-1,-1,0,0,-1,0,-1,CasoHEProstata_A_0658_row_4096_column_180224,0,0
-1,1,-1,-1,0,1,-1,CasoHEProstata_A_0658_row_43008_column_43008,1,1
-1,1,0,0,-1,-1,-1,CasoHEProstata_A_0658_row_43008_column_45056,0,0
-1,-1,2,0,-1,-1,-1,CasoHEProstata_A_0658_row_43008_column_47104,2,2
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_43008_column_63488,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0658_row_43008_column_75776,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0658_row_45056_column_55296,0,0
-1,-1,1,0,-1,-1,-1,CasoHEProstata_A_0658_row_6144_column_176128,1,1
-1,-1,-1,0,0,-1,2,CasoHEProstata_A_0658_row_8192_column_176128,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0659_row_10240_column_26624,0,0
-1,-1,-1,-1,-1,-1,0,CasoHEProstata_A_0659_row_14336_column_14336,0,0
-1,-1,-1,0,-1,-1,0,CasoHEProstata_A_0659_row_14336_column_38912,0,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0659_row_16384_column_36864,3,0
-1,-1,-1,-1,-1,0,1,CasoHEProstata_A_0659_row_18432_column_32768,1,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0659_row_20480_column_38912,2,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0659_row_32768_column_36864,2,0
-1,-1,-1,0,-1,-1,0,CasoHEProstata_A_0659_row_34816_column_22528,0,0
0,-1,0,-1,0,0,1,CasoHEProstata_A_0659_row_36864_column_32768,0,0
0,-1,0,0,0,0,2,CasoHEProstata_A_0659_row_38912_column_30720,0,0
0,-1,0,0,-1,-1,2,CasoHEProstata_A_0659_row_40960_column_22528,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0659_row_49152_column_100352,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0659_row_49152_column_81920,2,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0659_row_53248_column_81920,3,0
0,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0659_row_61440_column_106496,0,0
-1,0,0,0,-1,-1,-1,CasoHEProstata_A_0659_row_61440_column_32768,0,0
3,0,-1,0,-1,-1,0,CasoHEProstata_A_0659_row_61440_column_92160,0,0
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0659_row_6144_column_34816,3,0
-1,1,1,0,1,-1,1,CasoHEProstata_A_0661_row_14336_column_116736,1,1
-1,-1,-1,-1,-1,1,-1,CasoHEProstata_A_0661_row_16384_column_34816,1,1
-1,-1,-1,-1,-1,1,-1,CasoHEProstata_A_0661_row_20480_column_116736,1,1
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0661_row_2048_column_36864,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0661_row_24576_column_116736,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0661_row_26624_column_116736,0,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0661_row_32768_column_114688,2,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0661_row_36864_column_102400,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0661_row_36864_column_22528,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0661_row_36864_column_32768,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0661_row_38912_column_32768,0,0
-1,-1,0,-1,0,0,2,CasoHEProstata_A_0661_row_40960_column_22528,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0661_row_43008_column_30720,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0661_row_47104_column_104448,0,0
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_20480_column_14336,0,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0662_row_22528_column_10240,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_24576_column_18432,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0662_row_26624_column_14336,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_26624_column_92160,0,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0662_row_26624_column_96256,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_26624_column_98304,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_30720_column_16384,0,0
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_30720_column_96256,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_32768_column_96256,0,0
2,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0662_row_34816_column_96256,2,0
2,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0662_row_36864_column_10240,2,0
2,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0662_row_38912_column_10240,2,0
2,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_38912_column_92160,2,0
2,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0662_row_40960_column_10240,2,0
0,0,-1,-1,-1,0,-1,CasoHEProstata_A_0662_row_40960_column_92160,0,0
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_0662_row_40960_column_96256,1,1
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0662_row_4096_column_20480,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0662_row_4096_column_22528,0,0
2,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0662_row_47104_column_90112,2,0
1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0662_row_49152_column_90112,1,1
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0662_row_53248_column_100352,0,0
-1,-1,-1,0,0,-1,2,CasoHEProstata_A_0662_row_53248_column_92160,0,0
2,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0662_row_55296_column_6144,1,2
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0662_row_55296_column_92160,2,2
0,-1,-1,-1,0,0,-1,CasoHEProstata_A_0662_row_55296_column_98304,0,0
1,1,1,2,-1,2,2,CasoHEProstata_A_0662_row_57344_column_6144,2,1
1,-1,1,2,-1,-1,-1,CasoHEProstata_A_0662_row_57344_column_90112,1,1
-1,-1,2,-1,1,2,-1,CasoHEProstata_A_0662_row_57344_column_92160,2,2
1,-1,0,0,-1,-1,2,CasoHEProstata_A_0662_row_59392_column_4096,0,0
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0662_row_59392_column_90112,1,1
-1,0,-1,0,0,-1,-1,CasoHEProstata_A_0662_row_59392_column_96256,0,0
1,0,0,0,0,0,2,CasoHEProstata_A_0662_row_65536_column_90112,0,0
3,-1,-1,-1,2,-1,-1,CasoHEProstata_A_0662_row_67584_column_90112,3,3
0,0,0,-1,-1,-1,2,CasoHEProstata_A_0663_row_24576_column_102400,0,0
1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0663_row_34816_column_16384,1,1
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0663_row_34816_column_18432,2,1
-1,0,-1,-1,-1,-1,2,CasoHEProstata_A_0663_row_55296_column_14336,2,0
0,-1,-1,0,-1,0,3,CasoHEProstata_A_0664_row_16384_column_122880,0,0
-1,0,-1,0,-1,0,-1,CasoHEProstata_A_0664_row_16384_column_30720,0,0
-1,-1,0,0,0,-1,-1,CasoHEProstata_A_0664_row_18432_column_120832,0,0
1,-1,0,0,0,-1,2,CasoHEProstata_A_0664_row_20480_column_120832,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0664_row_20480_column_28672,0,0
0,-1,0,0,-1,-1,2,CasoHEProstata_A_0664_row_24576_column_114688,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0664_row_24576_column_30720,0,0
0,-1,0,0,-1,0,2,CasoHEProstata_A_0664_row_28672_column_112640,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0664_row_34816_column_55296,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0664_row_36864_column_102400,0,0
0,0,-1,-1,-1,-1,2,CasoHEProstata_A_0664_row_36864_column_135168,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0664_row_38912_column_122880,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0664_row_40960_column_112640,0,0
0,-1,-1,-1,0,0,-1,CasoHEProstata_A_0664_row_40960_column_116736,0,0
-1,0,0,-1,0,0,-1,CasoHEProstata_A_0664_row_40960_column_118784,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0664_row_4096_column_133120,0,0
-1,0,0,-1,-1,0,-1,CasoHEProstata_A_0664_row_43008_column_47104,0,0
-1,-1,-1,-1,0,-1,2,CasoHEProstata_A_0664_row_47104_column_43008,2,0
0,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0664_row_51200_column_36864,0,0
0,-1,-1,-1,0,0,2,CasoHEProstata_A_0664_row_51200_column_38912,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0664_row_51200_column_73728,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0664_row_53248_column_30720,0,0
-1,-1,-1,0,-1,0,3,CasoHEProstata_A_0664_row_53248_column_32768,0,0
0,0,-1,-1,-1,-1,0,CasoHEProstata_A_0664_row_53248_column_81920,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0664_row_55296_column_32768,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0664_row_6144_column_131072,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0665_row_38912_column_149504,0,0
0,-1,-1,-1,0,-1,0,CasoHEProstata_A_0665_row_55296_column_129024,0,0
-1,0,-1,-1,-1,-1,2,CasoHEProstata_A_0665_row_57344_column_157696,2,0
-1,-1,-1,-1,-1,-1,0,CasoHEProstata_A_0665_row_57344_column_79872,0,0
0,0,2,0,-1,-1,-1,CasoHEProstata_A_0665_row_59392_column_65536,0,0
-1,0,-1,-1,-1,-1,2,CasoHEProstata_A_0665_row_77824_column_149504,2,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0666_row_12288_column_51200,0,0
-1,-1,0,0,0,0,-1,CasoHEProstata_A_0666_row_14336_column_51200,0,0
0,0,0,0,-1,-1,2,CasoHEProstata_A_0666_row_16384_column_51200,0,0
0,-1,-1,0,0,-1,2,CasoHEProstata_A_0666_row_18432_column_51200,0,0
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0666_row_22528_column_34816,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0666_row_24576_column_34816,0,0
-1,0,0,-1,0,-1,-1,CasoHEProstata_A_0666_row_28672_column_51200,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0666_row_30720_column_51200,0,0
0,-1,-1,0,0,0,-1,CasoHEProstata_A_0666_row_32768_column_40960,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0666_row_38912_column_51200,0,0
2,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0666_row_40960_column_51200,2,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0666_row_47104_column_49152,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0666_row_49152_column_57344,0,0
0,0,0,-1,-1,-1,-1,CasoHEProstata_A_0666_row_51200_column_57344,0,0
-1,0,-1,-1,0,0,-1,CasoHEProstata_A_0666_row_51200_column_59392,0,0
-1,-1,0,-1,0,0,2,CasoHEProstata_A_0666_row_55296_column_55296,0,0
-1,-1,-1,0,0,0,2,CasoHEProstata_A_0666_row_57344_column_55296,0,0
0,0,0,0,-1,0,2,CasoHEProstata_A_0666_row_63488_column_69632,0,0
-1,0,0,-1,-1,-1,2,CasoHEProstata_A_0666_row_69632_column_53248,0,0
-1,0,-1,0,0,0,-1,CasoHEProstata_A_0666_row_73728_column_51200,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0666_row_75776_column_49152,0,0
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_12288_column_116736,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_12288_column_118784,2,2
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_14336_column_116736,2,2
1,-1,1,-1,1,-1,2,CasoHEProstata_A_0667_row_14336_column_126976,1,1
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_14336_column_129024,1,1
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0667_row_34816_column_16384,0,0
1,1,-1,2,-1,2,-1,CasoHEProstata_A_0667_row_34816_column_36864,2,2
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_34816_column_38912,1,1
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_34816_column_40960,2,2
-1,-1,1,0,1,-1,-1,CasoHEProstata_A_0667_row_34816_column_43008,1,1
-1,1,1,0,1,0,-1,CasoHEProstata_A_0667_row_36864_column_38912,1,1
2,3,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_38912_column_116736,3,3
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0667_row_40960_column_100352,0,0
1,-1,1,-1,-1,-1,2,CasoHEProstata_A_0667_row_40960_column_120832,1,1
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_4096_column_22528,0,0
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_4096_column_32768,2,2
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_4096_column_49152,1,1
-1,1,1,-1,-1,1,2,CasoHEProstata_A_0667_row_43008_column_122880,1,1
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_43008_column_124928,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_43008_column_126976,2,2
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_43008_column_129024,2,2
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_45056_column_124928,2,2
-1,-1,1,-1,-1,1,2,CasoHEProstata_A_0667_row_6144_column_30720,1,1
-1,-1,1,1,-1,1,2,CasoHEProstata_A_0667_row_6144_column_32768,1,1
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_6144_column_36864,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_6144_column_38912,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_6144_column_43008,2,2
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0667_row_6144_column_45056,2,2
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_6144_column_47104,1,1
-1,1,-1,0,-1,-1,2,CasoHEProstata_A_0667_row_6144_column_49152,2,1
-1,1,1,-1,-1,1,1,CasoHEProstata_A_0667_row_8192_column_38912,1,1
1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0667_row_8192_column_40960,1,1
